id,region,resp,__time__
GYJNDUYPZEFC,990,"infoList:<PlanID:14 HeroUidList:""FHND4FSU34C"" HeroUidList:""FHNDUYJT2AG"" HeroUidList:""FHND4MNUCIC"" HeroUidList:""FHND4862PFC"" HeroUidList:""FHND4RFYCTF"" WallSkillList:0 WallSkillList:0 WallSkillList:0 > infoList:<PlanID:1 HeroUidList:""FHND5SNME8C"" HeroUidList:""FHNDYGMPVQC"" HeroUidList:""FHND72ZKNPC"" HeroUidList:""FHNDHUZZ6RC"" HeroUidList:""FHNDIKFODPC"" > infoList:<PlanID:5 HeroUidList:""FHND72ZKNPC"" HeroUidList:""FHNDHUZZ6RC"" HeroUidList:""FHNDIKFODPC"" HeroUidList:""FHND5SNME8C"" HeroUidList:""FHNDYGMPVQC"" heroList:<HeroUid:""FHND72ZKNPC"" HeroID:36 Star:7 Grade:61 Level:3000 Seat:1 Force:1680888488 Attributes:<Type:115 Value:0.22 > Attributes:<Type:119 Value:0.08600000000000001 > Attributes:<Type:132 Value:0.15 > Attributes:<Type:1 Value:8.323480176765914e+08 > Attributes:<Type:113 Value:0.23600000000000002 > Attributes:<Type:123 Value:0.1 > Attributes:<Type:118 Value:0 > Attributes:<Type:124 Value:0.12 > Attributes:<Type:131 Value:0.178 > Attributes:<Type:130 Value:0.15 > Attributes:<Type:102 Value:0.06 > Attributes:<Type:122 Value:0.11699999999999999 > Attributes:<Type:128 Value:0.022 > Attributes:<Type:105 Value:0.11699999999999999 > Attributes:<Type:14 Value:0 > Attributes:<Type:120 Value:0.042 > Attributes:<Type:100 Value:0 > Attributes:<Type:0 Value:1.0606755889970413e+08 > Attributes:<Type:117 Value:0.244 > Attributes:<Type:104 Value:0.197 > Attributes:<Type:103 Value:0.1456 > Attributes:<Type:134 Value:0.15 > Attributes:<Type:121 Value:0.0372 > Attributes:<Type:114 Value:0.24000000000000002 > Attributes:<Type:133 Value:0.198 > Attributes:<Type:101 Value:0.1004 > Attributes:<Type:127 Value:0.024 > Attributes:<Type:116 Value:0.271 > CreateTime:1738686608 AltarCellID:0 Skin:0 SubStar:0 Awake:0 > heroList:<HeroUid:""FHNDHUZZ6RC"" HeroID:91 Star:5 Grade:61 Level:3000 Seat:2 Force:1723178160 Attributes:<Type:0 Value:1.0883089312683454e+08 > Attributes:<Type:113 Value:0.23600000000000002 > Attributes:<Type:127 Value:0.024 > Attributes:<Type:101 Value:0.1004 > Attributes:<Type:124 Value:0 > Attributes:<Type:130 Value:0.15 > Att",2025-04-03 07:37:55
G2DNDWF7KIOC,389,"infoList:<PlanID:12 HeroUidList:""FHNDXVYUEHC"" HeroUidList:""FHNDWTNM6SC"" HeroUidList:""FHND2NB1MAC"" HeroUidList:""FHND9MK258C"" HeroUidList:""FHNDWAVQLDP"" WallSkillList:6001 WallSkillList:6000 WallSkillList:6010 > infoList:<PlanID:13 HeroUidList:""FHNDT6XLZZF"" HeroUidList:""FHNDWGOZ0CC"" HeroUidList:""FHNDRG46KTF"" HeroUidList:""FHNDSCSMP0C"" WallSkillList:0 WallSkillList:0 WallSkillList:0 > infoList:<PlanID:15 HeroUidList:""FHND9MK258C"" HeroUidList:""FHNDXVYUEHC"" HeroUidList:""FHND2NB1MAC"" HeroUidList:""FHNDWAVQLDP"" HeroUidList:""FHNDWTNM6SC"" WallSkillList:6010 WallSkillList:6001 WallSkillList:6000 > infoList:<PlanID:1 HeroUidList:""FHNDXVYUEHC"" HeroUidList:""FHNDWTNM6SC"" HeroUidList:""FHNDWAVQLDP"" HeroUidList:""FHND2NB1MAC"" HeroUidList:""FHND9MK258C"" > infoList:<PlanID:7 HeroUidList:""FHND9MK258C"" HeroUidList:""FHNDXVYUEHC"" HeroUidList:""FHND2NB1MAC"" HeroUidList:""FHNDWTNM6SC"" HeroUidList:""FHNDWAVQLDP"" WallSkillList:6010 WallSkillList:6001 WallSkillList:6000 > infoList:<PlanID:8 HeroUidList:""FHNDWGOZ0CC"" HeroUidList:""FHNDXVYUEHC"" HeroUidList:""FHND2NB1MAC"" HeroUidList:""FHND2XI17DC"" HeroUidList:""FHNDWAVQLDP"" WallSkillList:0 WallSkillList:0 WallSkillList:0 > infoList:<PlanID:16 HeroUidList:""FHNDWGOZ0CC"" HeroUidList:""FHNDVTBONPC"" HeroUidList:""FHND2EA4Q1F"" HeroUidList:""FHND2XI17DC"" HeroUidList:""FHNDRG46KTF"" WallSkillList:0 WallSkillList:0 WallSkillList:0 > infoList:<PlanID:18 HeroUidList:"""" > infoList:<PlanID:22 HeroUidList:""FHNDXVYUEHC"" HeroUidList:""FHND2NB1MAC"" HeroUidList:""FHNDWGOZ0CC"" HeroUidList:""FHNDRG46KTF"" HeroUidList:""FHND9S58J7C"" WallSkillList:6001 WallSkillList:6010 WallSkillList:6000 > infoList:<PlanID:5 HeroUidList:""FHNDWGOZ0CC"" HeroUidList:""FHNDXVYUEHC"" HeroUidList:""FHND2NB1MAC"" HeroUidList:""FHND2XI17DC"" HeroUidList:""FHNDWAVQLDP"" heroList:<HeroUid:""FHNDWGOZ0CC"" HeroID:32 Star:7 Grade:0 Level:1 Seat:1 Force:126045349 Attributes:<Type:124 Value:0.12 > Attributes:<Type:115 Value:0.01 > Attributes:<Type:1 Value:5.848782898099856e+07 > Attributes:<Type:104 Value:0.02 > Attributes:<Type:132 Value:0.02 > Attributes:<Type:122 Value:0.0",2025-04-03 07:39:29
GK3ND33GH4MC,805,"infoList:<PlanID:14 HeroUidList:""FHNDB7QQZVFC"" HeroUidList:""FHNDAFNFIED"" HeroUidList:""FHNDQ3F2ZNF"" HeroUidList:""FHNDVSRXNPC"" HeroUidList:""FHND8UV1SIC"" WallSkillList:0 WallSkillList:0 WallSkillList:0 > infoList:<PlanID:20 HeroUidList:""FHND5U1R0KW"" HeroUidList:""FHND33JD61C"" HeroUidList:""FHNDJKG048C"" HeroUidList:""FHNDI2LK1DC"" HeroUidList:""FHNDQ3F2ZNF"" WallSkillList:0 WallSkillList:0 WallSkillList:0 > infoList:<PlanID:7 HeroUidList:""FHNDUFR8DZC"" HeroUidList:""FHNDZ1PXCNC"" HeroUidList:""FHNDIUY7S5C"" HeroUidList:""FHNDTM4H7HC"" HeroUidList:""FHND62AZ1OC"" WallSkillList:6010 WallSkillList:6001 WallSkillList:6000 > infoList:<PlanID:13 HeroUidList:""FHNDUFR8DZC"" HeroUidList:""FHND5SYZ2QC"" HeroUidList:""FHND5U1R0KW"" HeroUidList:""FHNDJKG048C"" HeroUidList:""FHND5372RBC"" WallSkillList:6021 WallSkillList:0 WallSkillList:0 > infoList:<PlanID:17 HeroUidList:""FHND33JD61C"" HeroUidList:""FHNDI2LK1DC"" HeroUidList:""FHNDJS9ELFY"" HeroUidList:""FHNDZM1VJ82"" HeroUidList:""FHNDAYT91LG"" WallSkillList:6021 WallSkillList:0 WallSkillList:0 > infoList:<PlanID:18 HeroUidList:"""" WallSkillList:0 WallSkillList:0 WallSkillList:0 > infoList:<PlanID:3 HeroUidList:""FHND33JD61C"" HeroUidList:""FHNDIUY7S5C"" HeroUidList:""FHNDTM4H7HC"" HeroUidList:""FHNDUFR8DZC"" HeroUidList:""FHNDZ1PXCNC"" heroList:<HeroUid:""FHND33JD61C"" HeroID:16 Star:12 Grade:0 Level:1 Seat:1 Force:6214554551 Attributes:<Type:121 Value:0.0408 > Attributes:<Type:104 Value:0.193 > Attributes:<Type:116 Value:0.254 > Attributes:<Type:204 Value:0.04 > Attributes:<Type:206 Value:0.015 > Attributes:<Type:119 Value:0.0908 > Attributes:<Type:133 Value:0.187 > Attributes:<Type:123 Value:0.10300000000000001 > Attributes:<Type:120 Value:0.054 > Attributes:<Type:101 Value:0.0908 > Attributes:<Type:110 Value:0.028 > Attributes:<Type:203 Value:0.032 > Attributes:<Type:115 Value:0.224 > Attributes:<Type:1 Value:3.1080213290706453e+09 > Attributes:<Type:207 Value:0.15 > Attributes:<Type:122 Value:0.108 > Attributes:<Type:202 Value:0.049 > Attributes:<Type:134 Value:0.171 > Attributes:<Type:118 Value:0.1 > Attributes:<Type",2025-04-03 07:39:44
G69NDTPQSLCC,857,"infoList:<PlanID:14 HeroUidList:""FHNDIF47WZC"" HeroUidList:""FHNDI587NPC"" HeroUidList:""FHNDH8IFBMG"" HeroUidList:""FHND8JM0UWC"" HeroUidList:""FHNDJU9PONC"" > isInit:false ",2025-04-03 07:42:57
GTFNDXHQ4VAC,529,"infoList:<PlanID:14 HeroUidList:""FHNDXHEFNPC"" HeroUidList:""FHND21BK89F"" HeroUidList:""FHNDXAW2Z5F"" HeroUidList:""FHND2B9D8MF"" HeroUidList:""FHND2F21HOC"" > isInit:false ",2025-04-03 07:43:11
PF41NDBP2QIGC,1207,"infoList:<PlanID:14 HeroUidList:""FHND51WWNPC"" HeroUidList:""FHNDJ0GQ3VC"" HeroUidList:""FHNDIORSM1F"" HeroUidList:""FHNDIOCK03C"" HeroUidList:""FHND6RZGOPC"" > isInit:false ",2025-04-03 10:04:52
PFEINDV7XWG2C,490,"infoList:<PlanID:14 HeroUidList:""FHND227OLPC"" HeroUidList:""FHNDS1YVOAC"" HeroUidList:""FHNDX90K1ZC"" HeroUidList:""FHNDT1CENPC"" HeroUidList:""FHNDXHVJ43C"" > isInit:false ",2025-04-03 10:06:25
GASNDT20LNHC,875,"infoList:<PlanID:4 HeroUidList:""FHNDT2MUNPC"" HeroUidList:""FHND60UQJXI"" HeroUidList:""FHNDT2YLDMC"" HeroUidList:""FHNDT2N9B3C"" HeroUidList:""FHNDI5RZ3KF"" heroList:<HeroUid:""FHNDT2MUNPC"" HeroID:5 Star:14 Grade:0 Level:1 Seat:1 Force:4465467725 Attributes:<Type:114 Value:0.228 > Attributes:<Type:123 Value:0.12 > Attributes:<Type:128 Value:0.014 > Attributes:<Type:100 Value:0.05 > Attributes:<Type:124 Value:0.6 > Attributes:<Type:130 Value:0.174 > Attributes:<Type:131 Value:0.17 > Attributes:<Type:127 Value:0.06 > Attributes:<Type:117 Value:0.238 > Attributes:<Type:132 Value:0.194 > Attributes:<Type:113 Value:0.232 > Attributes:<Type:118 Value:0.05 > Attributes:<Type:1 Value:2.229461818933474e+09 > Attributes:<Type:104 Value:0.135 > Attributes:<Type:14 Value:0 > Attributes:<Type:105 Value:0.127 > Attributes:<Type:121 Value:0.036 > Attributes:<Type:119 Value:0.1016 > Attributes:<Type:120 Value:0.09 > Attributes:<Type:206 Value:0.015 > Attributes:<Type:122 Value:0.114 > Attributes:<Type:134 Value:0.186 > Attributes:<Type:207 Value:0.1 > Attributes:<Type:0 Value:2.795007383446907e+08 > Attributes:<Type:116 Value:0.24800000000000003 > Attributes:<Type:101 Value:0.039599999999999996 > Attributes:<Type:102 Value:0.09 > Attributes:<Type:133 Value:0.135 > Attributes:<Type:115 Value:0.24000000000000002 > Attributes:<Type:103 Value:0.14200000000000002 > Attributes:<Type:202 Value:0.015 > CreateTime:1732024986 AltarCellID:2 Skin:501 SubStar:2 Awake:0 > heroList:<HeroUid:""FHND60UQJXI"" HeroID:13 Star:14 Grade:0 Level:1 Seat:2 Force:4567158140 Attributes:<Type:102 Value:0.09 > Attributes:<Type:103 Value:0.14200000000000002 > Attributes:<Type:131 Value:0.17 > Attributes:<Type:123 Value:0.12 > Attributes:<Type:101 Value:0.039599999999999996 > Attributes:<Type:124 Value:0.6 > Attributes:<Type:0 Value:2.843648123908137e+08 > Attributes:<Type:122 Value:0.114 > Attributes:<Type:133 Value:0.135 > Attributes:<Type:202 Value:0.015 > Attributes:<Type:105 Value:0.127 > Attributes:<Type:128 Value:0.014 > Attributes:<Type:100 Value:0.05 > Attribut",2025-04-03 10:07:01
GL2NDJ15CELC,1235,"infoList:<PlanID:8 HeroUidList:""FHNDJIV5KIC"" HeroUidList:""FHNDJ6OK0BC"" HeroUidList:""FHNDJASSGHF"" HeroUidList:""FHND5Z75R7C"" HeroUidList:""FHNDJA1ESNC"" WallSkillList:6000 WallSkillList:6001 WallSkillList:6010 > infoList:<PlanID:11 HeroUidList:""FHNDJ6OK0BC"" HeroUidList:""FHNDJIV5KIC"" HeroUidList:""FHNDJWL8NPC"" HeroUidList:""FHNDY10D9D1"" HeroUidList:""FHNDBFI6F1C"" heroList:<HeroUid:""FHNDJ6OK0BC"" HeroID:23 Star:11 Grade:0 Level:1 Seat:1 Force:1403226976 Attributes:<Type:105 Value:0.025 > Attributes:<Type:131 Value:0.02 > Attributes:<Type:14 Value:0 > Attributes:<Type:121 Value:0.006 > Attributes:<Type:113 Value:0.02 > Attributes:<Type:119 Value:0.006 > Attributes:<Type:0 Value:9.523469810881321e+07 > Attributes:<Type:118 Value:0.05 > Attributes:<Type:134 Value:0.02 > Attributes:<Type:133 Value:0.035 > Attributes:<Type:124 Value:0.36 > Attributes:<Type:104 Value:0.035 > Attributes:<Type:207 Value:0.1 > Attributes:<Type:101 Value:0.006 > Attributes:<Type:120 Value:0.03 > Attributes:<Type:102 Value:0.03 > Attributes:<Type:122 Value:0.03 > Attributes:<Type:205 Value:0.1 > Attributes:<Type:114 Value:0.02 > Attributes:<Type:116 Value:0.045 > Attributes:<Type:100 Value:0.05 > Attributes:<Type:206 Value:0.01 > Attributes:<Type:103 Value:0.006 > Attributes:<Type:132 Value:0.02 > Attributes:<Type:123 Value:0.015 > Attributes:<Type:203 Value:0.015 > Attributes:<Type:127 Value:0.02 > Attributes:<Type:115 Value:0.02 > Attributes:<Type:117 Value:0.025 > Attributes:<Type:1 Value:6.413493917378689e+08 > Attributes:<Type:204 Value:0.02 > Attributes:<Type:128 Value:0.01 > CreateTime:1734658795 AltarCellID:7 Skin:0 SubStar:0 Awake:0 > heroList:<HeroUid:""FHNDJIV5KIC"" HeroID:24 Star:9 Grade:0 Level:1 Seat:2 Force:1353220002 Attributes:<Type:131 Value:0.02 > Attributes:<Type:127 Value:0.02 > Attributes:<Type:100 Value:0.05 > Attributes:<Type:203 Value:0.015 > Attributes:<Type:102 Value:0.03 > Attributes:<Type:105 Value:0.025 > Attributes:<Type:119 Value:0.006 > Attributes:<Type:118 Value:0.05 > Attributes:<Type:122 Value:0.03 > Attributes:<Type",2025-04-03 10:08:17
GS8NDXP3Z7LC,490,"infoList:<PlanID:14 HeroUidList:""FHND227OLPC"" HeroUidList:""FHNDS1YVOAC"" HeroUidList:""FHNDX90K1ZC"" HeroUidList:""FHNDT1CENPC"" HeroUidList:""FHNDXHVJ43C"" > isInit:false ",2025-04-03 10:09:05
GJPNDRTCCAXC,682,"infoList:<PlanID:5 HeroUidList:""FHND9M6IKSC"" HeroUidList:""FHNDY1TLNPC"" HeroUidList:""FHNDHDRZ5QC"" HeroUidList:""FHNDRO5G70W"" HeroUidList:""FHNDII7O2PC"" heroList:<HeroUid:""FHND9M6IKSC"" HeroID:82 Star:9 Grade:132 Level:6560 Seat:1 Force:9883763894 Attributes:<Type:110 Value:0.014 > Attributes:<Type:120 Value:0.15 > Attributes:<Type:103 Value:0.1408 > Attributes:<Type:202 Value:0.0235 > Attributes:<Type:114 Value:0.228 > Attributes:<Type:101 Value:0.11 > Attributes:<Type:121 Value:0.0588 > Attributes:<Type:204 Value:0.01 > Attributes:<Type:104 Value:0.21100000000000002 > Attributes:<Type:134 Value:0.251 > Attributes:<Type:130 Value:0.23600000000000002 > Attributes:<Type:132 Value:0.24000000000000002 > Attributes:<Type:133 Value:0.29300000000000004 > Attributes:<Type:116 Value:0.32000000000000006 > Attributes:<Type:117 Value:0.28800000000000003 > Attributes:<Type:115 Value:0.21200000000000002 > Attributes:<Type:118 Value:0.1 > Attributes:<Type:14 Value:0.02 > Attributes:<Type:1 Value:4.83342815956074e+09 > Attributes:<Type:131 Value:0.256 > Attributes:<Type:124 Value:0.24 > Attributes:<Type:128 Value:0.012 > Attributes:<Type:122 Value:0.14500000000000002 > Attributes:<Type:123 Value:0.129 > Attributes:<Type:113 Value:0.23 > Attributes:<Type:105 Value:0.139 > Attributes:<Type:119 Value:0.1408 > Attributes:<Type:0 Value:6.312919643977197e+08 > Attributes:<Type:127 Value:0.1 > Attributes:<Type:203 Value:0.066 > Attributes:<Type:102 Value:0.15 > Attributes:<Type:205 Value:0.3 > Attributes:<Type:100 Value:0.1 > CreateTime:1742228218 AltarCellID:0 Skin:0 SubStar:0 Awake:0 > heroList:<HeroUid:""FHNDY1TLNPC"" HeroID:92 Star:9 Grade:129 Level:6430 Seat:2 Force:10603291223 Attributes:<Type:114 Value:0.228 > Attributes:<Type:204 Value:0.01 > Attributes:<Type:133 Value:0.29300000000000004 > Attributes:<Type:130 Value:0.23600000000000002 > Attributes:<Type:102 Value:0.2 > Attributes:<Type:122 Value:0.14500000000000002 > Attributes:<Type:117 Value:0.28800000000000003 > Attributes:<Type:128 Value:0.012 > Attributes:<Type:203 Value:0.066",2025-04-03 10:09:18
GH2NDSBY33FC,763,"infoList:<PlanID:14 HeroUidList:""FHNDHWML4SC"" HeroUidList:""FHNDLIVK0MFJ"" HeroUidList:""FHNDTIWQUGC"" HeroUidList:""FHND32SUR8M"" HeroUidList:""FHNDQXBCNPC"" WallSkillList:0 WallSkillList:0 WallSkillList:0 > isInit:false ",2025-04-03 10:09:47
GPXND025LIUC,105,"infoList:<PlanID:14 HeroUidList:""FHNDTRKZNPC"" HeroUidList:""FHND4S7XBRFT"" HeroUidList:""FHND12HJ4NC"" HeroUidList:""FHND4SB9NUI"" HeroUidList:""FHND0SJSWRC"" WallSkillList:0 WallSkillList:0 WallSkillList:0 > isInit:false ",2025-04-03 10:10:12
GYUNDU7UAT5C,982,"infoList:<PlanID:16 HeroUidList:""FHNDULV4R4F"" HeroUidList:""FHNDHI55O0M"" HeroUidList:""FHND46FBCEC"" HeroUidList:""FHNDH8M418C"" HeroUidList:""FHNDHP8ERMC"" WallSkillList:6014 WallSkillList:6020 WallSkillList:0 > infoList:<PlanID:14 HeroUidList:""FHND46FBCEC"" HeroUidList:""FHND4PSZNPC"" HeroUidList:""FHND4GUL6NF"" HeroUidList:""FHNDU7HIRGC"" HeroUidList:""FHNDYGTFNFC"" WallSkillList:0 WallSkillList:0 WallSkillList:0 > infoList:<PlanID:9 HeroUidList:""FHNDU7HIRGC"" HeroUidList:""FHND4PSZNPC"" HeroUidList:""FHNDU79M7SC"" HeroUidList:""FHNDU7YTQ5C"" HeroUidList:""FHNDYGTFNFC"" WallSkillList:0 WallSkillList:6010 WallSkillList:6023 > infoList:<PlanID:10 HeroUidList:""FHNDH8M418C"" HeroUidList:""FHNDYSAMAOP"" HeroUidList:""FHNDHI55O0M"" HeroUidList:""FHNDHP8ERMC"" HeroUidList:""FHND46FBCEC"" WallSkillList:6020 WallSkillList:6014 WallSkillList:0 > infoList:<PlanID:11 HeroUidList:""FHNDU7HIRGC"" HeroUidList:""FHNDU79M7SC"" HeroUidList:""FHND4PSZNPC"" HeroUidList:""FHNDYGTFNFC"" HeroUidList:""FHNDU7YTQ5C"" heroList:<HeroUid:""FHNDU7HIRGC"" HeroID:13 Star:14 Grade:0 Level:1 Seat:1 Force:12509163170 Attributes:<Type:117 Value:0.30000000000000004 > Attributes:<Type:113 Value:0.24000000000000002 > Attributes:<Type:134 Value:0.30000000000000004 > Attributes:<Type:105 Value:0.16000000000000003 > Attributes:<Type:127 Value:0.1 > Attributes:<Type:120 Value:0.15 > Attributes:<Type:130 Value:0.22799999999999998 > Attributes:<Type:14 Value:0.02 > Attributes:<Type:206 Value:0.05 > Attributes:<Type:122 Value:0.155 > Attributes:<Type:104 Value:0.225 > Attributes:<Type:115 Value:0.28 > Attributes:<Type:102 Value:0.126 > Attributes:<Type:116 Value:0.31500000000000006 > Attributes:<Type:1 Value:6.039907927953671e+09 > Attributes:<Type:114 Value:0.28 > Attributes:<Type:207 Value:0.175 > Attributes:<Type:205 Value:0.2 > Attributes:<Type:118 Value:0.2 > Attributes:<Type:133 Value:0.31500000000000006 > Attributes:<Type:121 Value:0.06 > Attributes:<Type:204 Value:0.03 > Attributes:<Type:131 Value:0.29000000000000004 > Attributes:<Type:145 Value:0.05 > Attributes:<Type:124 Value:0.6 > Attrib",2025-04-03 10:10:35
GATNDTR0I6AC,875,"infoList:<PlanID:14 HeroUidList:""FHND8DNVUZC"" HeroUidList:""FHNDUFKMP6C"" HeroUidList:""FHNDJPKX3NC"" HeroUidList:""FHNDA16PNPC"" HeroUidList:""FHNDENDTMKC"" > isInit:false ",2025-04-03 10:10:41
